X,Y,Operator,Opref,Sitengr,Antennaht,Transtype,Freqband,Anttype,Powerdbw,Maxpwrdbw,Maxpwrdbm,Sitelat,Sitelng,pcd_sector,geo_code
556886.5895,247943.8194,Vodafone,30907,TL5677047990,21,GSM,900,Macro,25,32,,52.107575,0.289455,CB214,12
556886.5895,247943.8194,Vodafone,30907,TL5677047990,21,GSM,900,Macro,25,32,,52.107575,0.289455,CB214,12
550061.7607,254623.6455,O2,994,TL4994654669,32,GSM,900,Sectored,24.3,32,,52.169478,0.192825,CB215,12
552616.0312,256754.9515,O2,11325,TL5250056800,21.5,GSM,900,Sectored,24,32,,52.187925,0.231102,CB215,12
553416.1625,252854.4641,Orange,CAM0045,TL5330052900,14.5,GSM,1800,SECTOR,25.9,32,,52.152663,0.241035,CB215,12
552616.0312,256754.9515,Orange,CAM0068,TL5250056800,33.6,GSM,1800,SECTOR,26.4,32,,52.187925,0.231102,CB215,12
550062.7113,254630.6868,Three,CB0225,TL4994754676,0,UMTS,2100,Sectored,0,,65,52.169541,0.192842,CB215,12
552599.0759,256767.8987,Three,CB0342,TL5248356813,30,UMTS,2100,Sectored,17.79,,65,52.188046,0.23086,CB215,12
552599.0759,256767.8987,T-Mobile,91760,TL5248356813,30,GSM,1800,SECTOR,26,32,,52.188046,0.23086,CB215,12
552599.0759,256767.8987,T-Mobile,91760,TL5248356813,30,GSM,1800,SECTOR,27,32,,52.188046,0.23086,CB215,12
552599.0759,256767.8987,T-Mobile,91760,TL5248356813,30,GSM,1800,SECTOR,26,32,,52.188046,0.23086,CB215,12
550115.7138,254654.6634,Vodafone,187,TL5000054700,42,GSM,900,Macro,24.4,32,,52.169742,0.193627,CB215,12
550115.7138,254654.6634,Vodafone,187,TL5000054700,42,GSM,900,Macro,24.4,32,,52.169742,0.193627,CB215,12
550115.7138,254654.6634,Vodafone,187,TL5000054700,42,GSM,900,Macro,24.4,32,,52.169742,0.193627,CB215,12
553058.1251,250385.1655,O2,2591,TL5294250431,16.5,GSM,900,Sectored,23.3,32,,52.130579,0.234695,CB216,12
552025.9797,249152.9811,O2,11847,TL5191049199,16.5,GSM,900,Microcell,24,32,,52.119794,0.219078,CB216,12
553216.094,250454.1502,Three,CB0367,TL5310050500,17.8,UMTS,2100,Sectored,25.65,,65,52.131155,0.237032,CB216,12
552342.9762,249928.0692,T-Mobile,78284,TL5222749974,5,GSM,1800,SECTOR,24,32,,52.12667,0.224051,CB216,12
552342.9762,249928.0692,T-Mobile,78284,TL5222749974,5,GSM,1800,SECTOR,24,32,,52.12667,0.224051,CB216,12
552342.9762,249928.0692,T-Mobile,78284,TL5222749974,5,GSM,1800,OMNI,24,32,,52.12667,0.224051,CB216,12
553216.094,250454.1502,T-Mobile,91776,TL5310050500,17.8,GSM,1800,SECTOR,30,32,,52.131155,0.237032,CB216,12
553216.094,250454.1502,T-Mobile,91776,TL5310050500,17.8,GSM,1800,SECTOR,30,32,,52.131155,0.237032,CB216,12
553216.094,250454.1502,T-Mobile,91776,TL5310050500,17.8,GSM,1800,SECTOR,30,32,,52.131155,0.237032,CB216,12
552966.087,250404.1489,Vodafone,5951,TL5285050450,16.6,GSM,900,Macro,27,32,,52.130775,0.23336,CB216,12
552966.087,250404.1489,Vodafone,5951,TL5285050450,16.6,GSM,900,Macro,27,32,,52.130775,0.23336,CB216,12
552966.087,250404.1489,Vodafone,5951,TL5285050450,16.6,GSM,900,Macro,27,32,,52.130775,0.23336,CB216,12
547365.3496,249704.0815,O2,34567,TL4725049750,3,GSM,900,Sectored,1.55,32,,52.126006,0.151296,CB223,12
548315.4883,250154.2003,O2,36734,TL4820050200,4,GSM,900,Sectored,-15.73,32,,52.129796,0.165361,CB223,12
548165.4978,250454.1536,Orange,CAM0011,TL4805050500,27,GSM,1800,SECTOR,25.6,32,,52.132531,0.163302,CB223,12
548165.4978,250454.1536,Orange,CAM0011,TL4805050500,27,UMTS,2100,SECTOR,27.9,,65,52.132531,0.163302,CB223,12
548925.5486,247883.8293,Orange,CAM0105,TL4881047930,31.5,GSM,1800,SECTOR,25.2,32,,52.109235,0.173274,CB223,12
548925.5486,247883.8293,Orange,CAM0105,TL4881047930,31.5,UMTS,2100,SECTOR,27.5,,65,52.109235,0.173274,CB223,12
552255.9856,250844.1763,Orange,CAM0143,TL5214050890,14,GSM,1800,SECTOR,29.5,32,,52.134924,0.223191,CB223,12
552255.9856,250844.1763,Orange,CAM0143,TL5214050890,14,UMTS,2100,SECTOR,28.2,,65,52.134924,0.223191,CB223,12
548705.5427,249394.0435,Orange,CAM7063,TL4859049440,5,GSM,1800,MICROCELL,15.9,32,,52.122862,0.170723,CB223,12
550427.7854,251555.3085,Three,CB0252,TL5031251601,13,UMTS,2100,Sectored,26.56,,65,52.141813,0.196815,CB223,12
548174.4653,250399.2122,Three,CB0325,TL4805950445,25,UMTS,2100,Sectored,25.75,,65,52.132035,0.163409,CB223,12
548915.5971,247888.8741,Three,CB0344,TL4880047935,30.9,UMTS,2100,Sectored,25.65,,65,52.109283,0.173131,CB223,12
548915.5971,247888.8741,T-Mobile,91764,TL4880047935,30.9,GSM,1800,SECTOR,27,32,,52.109283,0.173131,CB223,12
548915.5971,247888.8741,T-Mobile,91764,TL4880047935,30.9,GSM,1800,SECTOR,30,32,,52.109283,0.173131,CB223,12
548915.5971,247888.8741,T-Mobile,91764,TL4880047935,30.9,GSM,1800,SECTOR,27,32,,52.109283,0.173131,CB223,12
548315.5242,250504.1542,T-Mobile,94687,TL4820050550,20,GSM,1800,SECTOR,26,32,,52.13294,0.165514,CB223,12
548315.5242,250504.1542,T-Mobile,94687,TL4820050550,20,GSM,1800,SECTOR,26,32,,52.13294,0.165514,CB223,12
548315.5242,250504.1542,T-Mobile,94687,TL4820050550,20,GSM,1800,SECTOR,26,32,,52.13294,0.165514,CB223,12
548225.5022,250454.1622,Vodafone,4179,TL4811050500,21.6,GSM,900,Macro,25,32,,52.132515,0.164178,CB223,12
548225.5022,250454.1622,Vodafone,4179,TL4811050500,21.6,GSM,900,Macro,25,32,,52.132515,0.164178,CB223,12
548225.5022,250454.1622,Vodafone,4179,TL4811050500,21.6,GSM,900,Macro,25,32,,52.132515,0.164178,CB223,12
548225.5022,250454.1622,Vodafone,4179,TL4811050500,21.6,UMTS,2100,Macro,27.2,,65,52.132515,0.164178,CB223,12
548225.5022,250454.1622,Vodafone,4179,TL4811050500,21.6,UMTS,2100,Macro,27.2,,65,52.132515,0.164178,CB223,12
548225.5022,250454.1622,Vodafone,4179,TL4811050500,21.6,UMTS,2100,Macro,27.2,,65,52.132515,0.164178,CB223,12
546745.2653,246813.7049,O2,43480,TL4663046860,3,GSM,900,Sectored,-10.9,32,,52.100203,0.141,CB224,12
548032.4621,246921.74,O2,62813,TL4791746968,3,GSM,900,Sectored,5.39,32,,52.100831,0.159825,CB224,12
546275.2321,247333.7948,Orange,CAM0060,TL4616047380,18,GSM,1800,SECTOR,25.6,32,,52.105,0.134366,CB224,12
546275.2321,247333.7948,Orange,CAM0060,TL4616047380,18,UMTS,2100,SECTOR,27.9,,65,52.105,0.134366,CB224,12
548015.4268,245793.6928,Orange,CAM7053,TL4790045840,7,GSM,1800,OMNI,22.1,32,,52.090701,0.159087,CB224,12
545788.1925,246346.6927,Three,CB0110,TL4567346393,20,UMTS,2100,Sectored,26.26,,65,52.09626,0.126838,CB224,12
545911.2137,248508.9485,Three,CB0307,TL4579648555,12.35,UMTS,2100,Sectored,25.75,,65,52.115654,0.129558,CB224,12
547615.3945,245873.6391,Three,CB0343,TL4750045920,18,UMTS,2100,Sectored,25.65,,65,52.091526,0.153287,CB224,12
545911.2137,248508.9485,T-Mobile,69934,TL4579648555,13,GSM,1800,SECTOR,27,32,,52.115654,0.129558,CB224,12
545911.2137,248508.9485,T-Mobile,69934,TL4579648555,13,GSM,1800,SECTOR,27,32,,52.115654,0.129558,CB224,12
545911.2137,248508.9485,T-Mobile,69934,TL4579648555,13,GSM,1800,SECTOR,27,32,,52.115654,0.129558,CB224,12
547615.3945,245873.6391,T-Mobile,91763,TL4750045920,16,GSM,1800,SECTOR,26,32,,52.091526,0.153287,CB224,12
547615.3945,245873.6391,T-Mobile,91763,TL4750045920,16,GSM,1800,SECTOR,26,32,,52.091526,0.153287,CB224,12
547615.3945,245873.6391,T-Mobile,91763,TL4750045920,16,GSM,1800,SECTOR,26,32,,52.091526,0.153287,CB224,12
546275.2321,247333.7948,Vodafone,5544,TL4616047380,21,GSM,900,Macro,24.3,32,,52.105,0.134366,CB224,12
546275.2321,247333.7948,Vodafone,5544,TL4616047380,21,GSM,900,Macro,24.3,32,,52.105,0.134366,CB224,12
546275.2321,247333.7948,Vodafone,5544,TL4616047380,21,GSM,900,Macro,24.3,32,,52.105,0.134366,CB224,12
546275.2321,247333.7948,Vodafone,5544,TL4616047380,21,UMTS,2100,Macro,27.8,,65,52.105,0.134366,CB224,12
546275.2321,247333.7948,Vodafone,5544,TL4616047380,21,UMTS,2100,Macro,27.8,,65,52.105,0.134366,CB224,12
546275.2321,247333.7948,Vodafone,5544,TL4616047380,21,UMTS,2100,Macro,27.8,,65,52.105,0.134366,CB224,12
545295.146,253164.4972,O2,1425,TL4518053210,14,GSM,900,Sectored,23.3,32,,52.157643,0.122555,CB225,12
547212.4028,251513.2975,O2,37183,TL4709751559,15,GSM,900,Sectored,26,32,,52.142301,0.149846,CB225,12
545295.146,253164.4972,O2,1425,TL4518053210,14,GSM,1800,Sectored,10.5,32,,52.157643,0.122555,CB225,12
545295.146,253164.4972,O2,1425,TL4518053210,14,UMTS,2100,Pico,28.57,,65,52.157643,0.122555,CB225,12
545415.1187,253254.4941,Orange,CAM0142,TL4530053300,15,GSM,1800,SECTOR,27.6,32,,52.15842,0.124346,CB225,12
547215.3415,251504.2574,Orange,CAM7045,TL4710051550,11,GSM,1800,OMNI,21.5,32,,52.142219,0.149885,CB225,12
545355.1694,253279.5632,Vodafone,4148,TL4524053325,18,GSM,900,Macro,26.1,32,,52.158661,0.123481,CB225,12
545355.1694,253279.5632,Vodafone,4148,TL4524053325,18,GSM,900,Macro,26.1,32,,52.158661,0.123481,CB225,12
545355.1694,253279.5632,Vodafone,4148,TL4524053325,18,GSM,900,Macro,26.1,32,,52.158661,0.123481,CB225,12
545355.1694,253279.5632,Vodafone,4148,TL4524053325,18,UMTS,2100,Macro,28.3,,65,52.158661,0.123481,CB225,12
545355.1694,253279.5632,Vodafone,4148,TL4524053325,18,UMTS,2100,Macro,28.3,,65,52.158661,0.123481,CB225,12
545355.1694,253279.5632,Vodafone,4148,TL4524053325,18,UMTS,2100,Macro,28.3,,65,52.158661,0.123481,CB225,12
547245.3416,251453.2774,Vodafone,36554,TL4713051499,12,GSM,900,Macro,23.8,32,,52.141753,0.150301,CB225,12
547245.3416,251453.2774,Vodafone,36554,TL4713051499,12,GSM,900,Macro,23.8,32,,52.141753,0.150301,CB225,12
547245.3416,251453.2774,Vodafone,36554,TL4713051499,12,GSM,900,Macro,23.8,32,,52.141753,0.150301,CB225,12
547245.3416,251453.2774,Vodafone,36554,TL4713051499,12,UMTS,2100,Macro,26.3,,65,52.141753,0.150301,CB225,12
547245.3416,251453.2774,Vodafone,36554,TL4713051499,12,UMTS,2100,Macro,26.3,,65,52.141753,0.150301,CB225,12
547245.3416,251453.2774,Vodafone,36554,TL4713051499,12,UMTS,2100,Macro,26.3,,65,52.141753,0.150301,CB225,12
541442.6424,249997.1435,O2,8238,TL4132850043,16.5,GSM,900,Sectored,27,32,,52.130185,0.064961,CB227,12
541442.6424,249997.1435,O2,8238,TL4132850043,16.5,UMTS,2100,Sectored,27.29,,65,52.130185,0.064961,CB227,12
544314.9663,250704.2452,Orange,CAM0064,TL4420050750,14.5,GSM,1800,SECTOR,26,32,,52.135796,0.107193,CB227,12
544314.9663,250704.2452,Orange,CAM0064,TL4420050750,14.5,UMTS,2100,SECTOR,28.3,,65,52.135796,0.107193,CB227,12
544320.9748,250740.2597,Three,CB0111,TL4420650786,14,UMTS,2100,Sectored,26.56,,65,52.136118,0.107296,CB227,12
542316.7852,251674.3759,Three,CB0334,TL4220251720,23.5,UMTS,2100,Sectored,25.65,,65,52.14503,0.078424,CB227,12
542316.7852,251674.3759,T-Mobile,91829,TL4220251720,23.5,GSM,1800,OMNI,26,32,,52.14503,0.078424,CB227,12
542316.7852,251674.3759,T-Mobile,91829,TL4220251720,23.5,GSM,1800,OMNI,26,32,,52.14503,0.078424,CB227,12
542316.7852,251674.3759,T-Mobile,91829,TL4220251720,23.5,GSM,1800,OMNI,26,32,,52.14503,0.078424,CB227,12
541900.7184,250761.2634,Vodafone,33993,TL4178650807,10,GSM,900,Macro,25,32,,52.136933,0.071967,CB227,12
541900.7184,250761.2634,Vodafone,33993,TL4178650807,10,UMTS,2100,Macro,28.5,,65,52.136933,0.071967,CB227,12
540244.5061,251474.3085,Orange,CAM0074,TL4013051520,14.5,GSM,1800,SECTOR,27.3,32,,52.143762,0.048078,CB231,12
537174.1088,252604.4977,Orange,CAM0152,TL3706052650,14,GSM,1800,SECTOR,28.3,32,,52.154687,0.003694,CB231,12
537174.1088,252604.4977,Orange,CAM0152,TL3706052650,14,UMTS,2100,SECTOR,29.1,,65,52.154687,0.003694,CB231,12
540200.5235,251351.3049,Three,CB0301,TL4008651397,33,UMTS,2100,Sectored,25.65,,65,52.142668,0.047385,CB231,12
540200.5235,251351.3049,T-Mobile,68485,TL4008651397,16,GSM,1800,SECTOR,28,32,,52.142668,0.047385,CB231,12
540200.5235,251351.3049,T-Mobile,68485,TL4008651397,16,GSM,1800,SECTOR,28,32,,52.142668,0.047385,CB231,12
540200.5235,251351.3049,T-Mobile,68485,TL4008651397,16,GSM,1800,SECTOR,28,32,,52.142668,0.047385,CB231,12
535031.8993,259555.3032,O2,11324,TL3491859600,16.5,GSM,900,Sectored,24.5,32,,52.217668,-0.024833,CB232,12
529613.1309,253704.6119,Orange,CAM0010,TL2950053750,16,GSM,1800,SECTOR,27.9,32,,52.166397,-0.10634,CB232,12
533563.6658,259505.2687,Orange,CAM0073,TL3345059550,25.5,GSM,1800,SECTOR,27.4,32,,52.217576,-0.046331,CB232,12
529613.1949,253754.5828,Three,SG0189,TL2950053800,12.85,UMTS,2100,Sectored,17.89,,65,52.166846,-0.10632,CB232,12
529613.1949,253754.5828,T-Mobile,94686,TL2950053800,13.5,GSM,1800,SECTOR,26,32,,52.166846,-0.10632,CB232,12
529613.1949,253754.5828,T-Mobile,94686,TL2950053800,13.5,GSM,1800,SECTOR,26,32,,52.166846,-0.10632,CB232,12
529613.1949,253754.5828,T-Mobile,94686,TL2950053800,13.5,GSM,1800,SECTOR,26,32,,52.166846,-0.10632,CB232,12
533553.6969,259535.2722,Vodafone,6190,TL3344059580,28,GSM,900,Macro,25,32,,52.217848,-0.046465,CB232,12
533553.6969,259535.2722,Vodafone,6190,TL3344059580,28,GSM,900,Macro,25,32,,52.217848,-0.046465,CB232,12
533553.6969,259535.2722,Vodafone,6190,TL3344059580,28,GSM,900,Macro,25,32,,52.217848,-0.046465,CB232,12
533553.6969,259535.2722,Vodafone,6190,TL3344059580,18.6,UMTS,2100,Macro,28.5,,65,52.217848,-0.046465,CB232,12
533553.6969,259535.2722,Vodafone,6190,TL3344059580,18.6,UMTS,2100,Macro,28.5,,65,52.217848,-0.046465,CB232,12
530223.2357,257645.0354,Orange,CAM0159,TL3011057690,14,GSM,1800,SECTOR,29.2,32,,52.20166,-0.095913,CB233,12
532094.5214,260253.3989,O2,1038,TL3198160298,34,GSM,900,Sectored,25.3,32,,52.224652,-0.067531,CB234,12
532094.5214,260253.3989,O2,1038,TL3198160298,34,UMTS,900,Sectored,26.3,32,,52.224652,-0.067531,CB234,12
534593.8566,266162.0855,O2,11601,TL3448066206,16.5,GSM,900,Sectored,24,32,,52.277137,-0.028611,CB234,12
532094.5214,260253.3989,O2,1038,TL3198160298,34,UMTS,2100,Sectored,26.81,,65,52.224652,-0.067531,CB234,12
532093.5268,260175.3555,Orange,CAM0140,TL3198060220,30,GSM,1800,SECTOR,27.3,32,,52.223951,-0.067576,CB235,12
532113.5039,260205.381,Three,CB0364,TL3200060250,37,UMTS,2100,Sectored,18.7,,65,52.224216,-0.067272,CB235,12
532113.5039,260205.381,T-Mobile,94678,TL3200060250,37,GSM,1800,SECTOR,26,32,,52.224216,-0.067272,CB235,12
532113.5039,260205.381,T-Mobile,94678,TL3200060250,37,GSM,1800,SECTOR,26,32,,52.224216,-0.067272,CB235,12
532113.5039,260205.381,T-Mobile,94678,TL3200060250,37,GSM,1800,SECTOR,26,32,,52.224216,-0.067272,CB235,12
541814.7326,256244.8846,O2,9681,TL4170056290,16.5,GSM,900,Sectored,20.5,32,,52.186223,0.073,CB237,12
541214.6572,258285.0726,O2,11455,TL4110058330,16.5,GSM,900,Sectored,24,32,,52.204707,0.065078,CB237,12
541854.74,256254.9328,Orange,CAM0038,TL4174056300,19,GSM,1800,SECTOR,27.1,32,,52.186303,0.073589,CB237,12
541854.74,256254.9328,Orange,CAM0038,TL4174056300,19,UMTS,2100,SECTOR,28.2,,65,52.186303,0.073589,CB237,12
539364.4218,259355.284,Orange,CAM0107,TL3925059400,34.5,GSM,1800,SECTOR,26.4,32,,52.214793,0.038461,CB237,12
539364.4218,259355.284,Orange,CAM0107,TL3925059400,34.5,UMTS,2100,SECTOR,26.9,,65,52.214793,0.038461,CB237,12
537964.2608,256704.9153,Orange,CAM0157,TL3785056750,14,GSM,1800,SECTOR,28.4,32,,52.191332,0.016902,CB237,12
537964.2608,256704.9153,Orange,CAM0157,TL3785056750,14,UMTS,2100,SECTOR,29.7,,65,52.191332,0.016902,CB237,12
541797.6976,256256.8634,Three,CB0109,TL4168356302,18.3,UMTS,2100,Sectored,18.7,,65,52.186335,0.072756,CB237,12
539314.4068,259405.2984,Three,CB0324,TL3920059450,42,UMTS,2100,Sectored,25.75,,65,52.215255,0.03775,CB237,12
538006.2276,256710.9801,Three,CB0339,TL3789256756,15.3,UMTS,2100,Sectored,25.65,,65,52.191376,0.017518,CB237,12
538006.2276,256710.9801,T-Mobile,91766,TL3789256756,16,GSM,1800,SECTOR,30,32,,52.191376,0.017518,CB237,12
538006.2276,256710.9801,T-Mobile,91766,TL3789256756,16,GSM,1800,SECTOR,30,32,,52.191376,0.017518,CB237,12
538006.2276,256710.9801,T-Mobile,91766,TL3789256756,16,GSM,1800,SECTOR,30,32,,52.191376,0.017518,CB237,12
539314.4068,259405.2984,T-Mobile,94682,TL3920059450,42,GSM,1800,SECTOR,26,32,,52.215255,0.03775,CB237,12
539314.4068,259405.2984,T-Mobile,94682,TL3920059450,42,GSM,1800,SECTOR,26,32,,52.215255,0.03775,CB237,12
539314.4068,259405.2984,T-Mobile,94682,TL3920059450,42,GSM,1800,SECTOR,26,32,,52.215255,0.03775,CB237,12
541274.6374,255184.7922,Vodafone,7691,TL4116055230,15,GSM,900,Macro,26,32,,52.176837,0.064664,CB237,12
541274.6374,255184.7922,Vodafone,7691,TL4116055230,15,GSM,900,Macro,26,32,,52.176837,0.064664,CB237,12
541274.6374,255184.7922,Vodafone,7691,TL4116055230,15,GSM,900,Macro,26,32,,52.176837,0.064664,CB237,12
537475.171,265405.9443,O2,2456,TL3736165450,15,GSM,900,Sectored,24.5,32,,52.269631,0.013286,CB238,12
537909.2552,264268.8546,O2,8239,TL3779564313,16.5,GSM,900,Sectored,25.5,32,,52.259306,0.019179,CB238,12
538814.3896,264955.8548,Orange,CAM0109,TL3870065000,20,GSM,1800,SECTOR,27.2,32,,52.265251,0.032714,CB238,12
537904.2234,264255.8035,Orange,CAM0139,TL3779064300,19,GSM,1800,SECTOR,27.3,32,,52.25919,0.0191,CB238,12
537904.2234,264255.8035,Orange,CAM0139,TL3779064300,19,UMTS,2100,SECTOR,28.4,,65,52.25919,0.0191,CB238,12
538071.2635,263913.762,Three,CB0239,TL3795763958,13,UMTS,2100,Sectored,26.56,,65,52.256075,0.021406,CB238,12
538864.3394,264915.8528,Vodafone,1807,TL3875064960,22.5,GSM,900,Macro,25.3,32,,52.264879,0.033429,CB238,12
538864.3394,264915.8528,Vodafone,1807,TL3875064960,22.5,GSM,900,Macro,25.3,32,,52.264879,0.033429,CB238,12
538864.3394,264915.8528,Vodafone,1807,TL3875064960,22.5,GSM,900,Macro,25.3,32,,52.264879,0.033429,CB238,12
538864.3394,264915.8528,Vodafone,1807,TL3875064960,22.5,UMTS,2100,Macro,28.1,,65,52.264879,0.033429,CB238,12
538864.3394,264915.8528,Vodafone,1807,TL3875064960,22.5,UMTS,2100,Macro,27.8,,65,52.264879,0.033429,CB238,12
538864.3394,264915.8528,Vodafone,1807,TL3875064960,22.5,UMTS,2100,Macro,28.1,,65,52.264879,0.033429,CB238,12
540414.5379,266666.1165,Orange,CAM7110,TL4030066710,15,GSM,1800,MICROCELL,18.3,32,,52.280211,0.056857,CB243,12
538919.3666,265020.9083,Three,CB0341,TL3880565065,16.7,UMTS,2100,Sectored,17.79,,65,52.265809,0.034278,CB243,12
538919.3666,265020.9083,T-Mobile,91769,TL3880565065,16.7,GSM,1800,SECTOR,30,32,,52.265809,0.034278,CB243,12
538919.3666,265020.9083,T-Mobile,91769,TL3880565065,16.7,GSM,1800,SECTOR,30,32,,52.265809,0.034278,CB243,12
538919.3666,265020.9083,T-Mobile,91769,TL3880565065,16.7,GSM,1800,SECTOR,26,32,,52.265809,0.034278,CB243,12
536426.0806,267173.1491,Three,CB0246,TL3631267217,13.3,UMTS,2100,Sectored,18.7,,65,52.28577,-0.001364,CB244,12
538614.3679,269706.4929,Orange,CAM0005,TL3850069750,30,GSM,1800,SECTOR,28.4,32,,52.307984,0.031737,CB245,12
538604.3367,269604.4814,Three,CB0317,TL3849069648,17,UMTS,2100,Sectored,18.7,,65,52.30707,0.031548,CB245,12
540110.5682,269351.3622,Three,CB0346,TL3999669395,21.5,UMTS,2100,Sectored,17.7,,65,52.304414,0.05352,CB245,12
540110.5682,269351.3622,T-Mobile,91773,TL3999669395,21.5,GSM,1800,SECTOR,30,32,,52.304414,0.05352,CB245,12
540110.5682,269351.3622,T-Mobile,91773,TL3999669395,21.5,GSM,1800,SECTOR,30,32,,52.304414,0.05352,CB245,12
538604.3487,269606.4851,T-Mobile,96281,TL3849069650,30,GSM,1800,SECTOR,30,32,,52.307088,0.031549,CB245,12
538604.3487,269606.4851,T-Mobile,96281,TL3849069650,30,GSM,1800,SECTOR,30,32,,52.307088,0.031549,CB245,12
538604.3487,269606.4851,T-Mobile,96281,TL3849069650,30,GSM,1800,SECTOR,26,32,,52.307088,0.031549,CB245,12
548365.5904,262925.6757,O2,550,TL4825062970,39,GSM,900,Sectored,25.5,32,,52.244521,0.171677,CB246,12
548365.5904,262925.6757,O2,550,TL4825062970,39,UMTS,900,Sectored,26.5,32,,52.244521,0.171677,CB246,12
548365.5904,262925.6757,O2,550,TL4825062970,39,UMTS,2100,Sectored,27.12,,65,52.244521,0.171677,CB246,12
548115.5187,263055.6539,Orange,CAM0106,TL4800063100,27.5,GSM,1800,SECTOR,26.1,32,,52.245756,0.168074,CB246,12
548115.5187,263055.6539,Orange,CAM0106,TL4800063100,27.5,UMTS,2100,SECTOR,26.3,,65,52.245756,0.168074,CB246,12
548215.534,262955.6859,Three,CB0322,TL4810063000,26,UMTS,2100,Sectored,25.75,,65,52.244831,0.169494,CB246,12
548215.5458,262925.6324,T-Mobile,94676,TL4810062970,27,GSM,1800,SECTOR,25,32,,52.244561,0.169481,CB246,12
548215.5458,262925.6324,T-Mobile,94676,TL4810062970,27,GSM,1800,SECTOR,25,32,,52.244561,0.169481,CB246,12
548215.5458,262925.6324,T-Mobile,94676,TL4810062970,27,GSM,1800,SECTOR,25,32,,52.244561,0.169481,CB246,12
548215.5458,262925.6324,T-Mobile,94676,TL4810062970,27,UMTS,2100,SECTOR,18,,65,52.244561,0.169481,CB246,12
548215.5458,262925.6324,T-Mobile,94676,TL4810062970,27,UMTS,2100,SECTOR,18,,65,52.244561,0.169481,CB246,12
548215.5458,262925.6324,T-Mobile,94676,TL4810062970,27,UMTS,2100,SECTOR,18,,65,52.244561,0.169481,CB246,12
548365.5904,262925.6757,Vodafone,6067,TL4825062970,32,GSM,900,Macro,24.1,32,,52.244521,0.171677,CB246,12
548365.5904,262925.6757,Vodafone,6067,TL4825062970,32,GSM,900,Macro,24.1,32,,52.244521,0.171677,CB246,12
548365.5904,262925.6757,Vodafone,6067,TL4825062970,32,GSM,900,Macro,24.3,32,,52.244521,0.171677,CB246,12
543249.9317,267328.1547,O2,11453,TL4313567372,16.5,GSM,900,Sectored,21.5,32,,52.285428,0.098671,CB248,12
545115.1474,267836.263,Vodafone,4214,TL4500067880,15,GSM,900,Macro,21.1,32,,52.289504,0.126214,CB248,12
543730.9474,262854.5839,O2,4429,TL4361662899,24,GSM,900,Sectored,23.5,32,,52.245111,0.103814,CB249,12
543730.9474,262854.5839,O2,4429,TL4361662899,24,UMTS,2100,Pico,28.07,,65,52.245111,0.103814,CB249,12
543714.9644,262875.6018,Orange,CAM0050,TL4360062920,18,GSM,1800,SECTOR,27.5,32,,52.245304,0.103589,CB249,12
543714.9644,262875.6018,Orange,CAM0050,TL4360062920,18,UMTS,2100,SECTOR,28.6,,65,52.245304,0.103589,CB249,12
544015.0178,262655.5895,Three,CB0350,TL4390062700,18.1,UMTS,2100,Sectored,25.65,,65,52.243249,0.107887,CB249,12
543714.9469,262885.6188,T-Mobile,91720,TL4360062930,18.8,GSM,1800,SECTOR,26,32,,52.245394,0.103593,CB249,12
543714.9469,262885.6188,T-Mobile,91720,TL4360062930,18.8,GSM,1800,SECTOR,26,32,,52.245394,0.103593,CB249,12
543714.9469,262885.6188,T-Mobile,91720,TL4360062930,18.8,GSM,1800,SECTOR,26,32,,52.245394,0.103593,CB249,12
543714.9469,262885.6188,T-Mobile,91720,TL4360062930,18.8,UMTS,2100,SECTOR,18,,65,52.245394,0.103593,CB249,12
543714.9469,262885.6188,T-Mobile,91720,TL4360062930,18.8,UMTS,2100,SECTOR,18,,65,52.245394,0.103593,CB249,12
543714.9469,262885.6188,T-Mobile,91720,TL4360062930,18.8,UMTS,2100,SECTOR,18,,65,52.245394,0.103593,CB249,12
543704.9529,262895.68,Vodafone,1394,TL4359062940,27.5,GSM,900,Macro,26,32,,52.245487,0.103451,CB249,12
543704.9529,262895.68,Vodafone,1394,TL4359062940,27.5,GSM,900,Macro,26,32,,52.245487,0.103451,CB249,12
543704.9529,262895.68,Vodafone,1394,TL4359062940,27.5,GSM,900,Macro,26,32,,52.245487,0.103451,CB249,12
558285.7985,266824.055,O2,37127,TL5816966868,26,GSM,900,Sectored,24.5,32,,52.276779,0.318679,CB250,12
558316.8417,266456.0148,Orange,CAM0055,TL5820066500,25,GSM,1800,SECTOR,27.9,32,,52.273464,0.318961,CB250,12
558296.8434,266816.0595,Three,CB0332,TL5818066860,21,UMTS,2100,Sectored,17.79,,65,52.276704,0.318837,CB250,12
557308.6966,264149.7626,Three,CB0363,TL5719264194,15,UMTS,2100,Sectored,17.89,,65,52.253036,0.303124,CB250,12
558296.8434,266816.0595,T-Mobile,91948,TL5818066860,21,GSM,1800,SECTOR,26,32,,52.276704,0.318837,CB250,12
558296.8434,266816.0595,T-Mobile,91948,TL5818066860,21,GSM,1800,SECTOR,26,32,,52.276704,0.318837,CB250,12
558296.8434,266816.0595,T-Mobile,91948,TL5818066860,21,GSM,1800,SECTOR,26,32,,52.276704,0.318837,CB250,12
557308.6966,264149.7626,T-Mobile,96273,TL5719264194,15,GSM,1800,SECTOR,25,32,,52.253036,0.303124,CB250,12
557308.6966,264149.7626,T-Mobile,96273,TL5719264194,15,GSM,1800,SECTOR,24,32,,52.253036,0.303124,CB250,12
