Operator,Anttype,Freqband,area_coverage_2016,pcd_sector,area_coverage_2015,name,geo_code,area_coverage_2014,Transtype,Sitengr
Vodafone,Macro,2100,100.0,EN28,0.0,HertfordshireCounty,E12000007,0.0,UMTS,TL3048600821
Vodafone,Macro,2100,0.0,EN29,0.0,London,E12000007,0.0,UMTS,TQ3163098835
Vodafone,Macro,2100,0.0,EN34,0.0,London,E12000007,0.0,UMTS,TQ3519595405
Vodafone,Macro,2100,0.0,EN35,0.0,London,E12000007,0.0,UMTS,TQ3557098250
Vodafone,Macro,2100,0.0,EN36,0.0,London,E12000007,0.0,UMTS,TQ3646098782
Vodafone,Macro,2100,0.0,EN37,0.0,London,E12000007,0.0,UMTS,TQ3639996435
Vodafone,Macro,2100,0.0,EN40,0.0,HertfordshireCounty,E12000007,0.0,UMTS,TQ2704799252
T-Mobile,SECTOR,2100,0.0,EN48,0.0,London,E12000007,0.0,UMTS,TQ2640696082
Vodafone,Macro,2100,0.0,EN49,0.0,London,E12000007,0.0,UMTS,TQ2696095769
Vodafone,Macro,900,0.0,EN51,0.0,London,E12000007,0.0,GSM,TQ2560095770
T-Mobile,SECTOR,2100,0.0,EN52,0.0,London,E12000007,0.0,UMTS,TQ2458596338
Vodafone,Macro,900,0.0,EN53,0.0,London,E12000007,0.0,GSM,TQ2087095361
Vodafone,Macro,900,0.0,EN54,0.0,London,E12000007,0.0,GSM,TQ2303096930
Vodafone,Micro,900,0.0,EN55,0.0,London,E12000007,0.0,GSM,TQ2472296399
Vodafone,Macro,2100,0.0,EN61,0.0,London,26,0.0,UMTS,TL2614103166
Orange,MICROCELL,2100,0.0,EN62,0.0,HertfordshireCounty,26,0.0,UMTS,TL2532001040
Vodafone,Macro,2100,0.0,EN63,0.0,HertfordshireCounty,26,0.0,UMTS,TL2071502644
,,,0.0,EN64,0.0,HertfordshireCounty,,0.0,,
Vodafone,Macro,2100,100.0,EN65,0.0,HertfordshireCounty,26,0.0,UMTS,TL2593501150
T-Mobile,SECTOR,2100,0.0,EN75,0.0,London,26,0.0,UMTS,TL3110004300
Vodafone,Macro,2100,0.0,EN76,0.0,HertfordshireCounty,26,0.0,UMTS,TL3478903762
Vodafone,Macro,900,100.0,EN80,0.0,HertfordshireCounty,26,100.0,GSM,TL3566002915
Vodafone,Macro,900,28.08385079,EN87,0.0,HertfordshireCounty,26,0.0,GSM,TL3616000600
Vodafone,Macro,2100,0.0,EN88,0.0,London,26,0.0,UMTS,TL3592801999
Three,Sectored,2100,100.0,EN89,0.0,HertfordshireCounty,26,0.0,UMTS,TL3583103043
Vodafone,Macro,2100,0.0,EN91,0.0,London,22,0.0,UMTS,TL3910201184
T-Mobile,SECTOR,2100,0.0,EN92,0.0,HertfordshireCounty,22,0.0,UMTS,TL3882005490
Vodafone,Macro,2100,0.0,EN93,0.0,HertfordshireCounty,22,0.0,UMTS,TL4227000650
Vodafone,Macro,900,0.0,EX100,0.0,DevonCounty,18,0.0,GSM,SY0484090100
,,,0.0,EX108,0.0,DevonCounty,,0.0,,
Three,Sectored,2100,0.0,EX109,0.0,DevonCounty,18,0.0,UMTS,SY1208990209
Vodafone,Micro,900,100.0,EX11,0.0,DevonCounty,18,0.0,GSM,SX9231392879
Vodafone,Macro,900,0.0,EX111,0.0,DevonCounty,18,0.0,GSM,SY1148794999
Vodafone,Macro,2100,100.0,EX12,0.0,DevonCounty,18,0.0,UMTS,SX9276393240
Vodafone,Macro,900,0.0,EX122,0.0,DevonCounty,18,0.0,GSM,SY2459589900
Vodafone,Macro,900,0.0,EX123,0.0,DevonCounty,18,0.0,GSM,SY2301989682
,,,0.0,EX124,0.0,DevonCounty,,0.0,,
Vodafone,Macro,2100,0.0,EX13,0.0,DevonCounty,18,0.0,UMTS,SX9696793893
Vodafone,Macro,900,0.0,EX135,0.0,DevonCounty,18,0.0,GSM,SY2976098490
Vodafone,Macro,900,0.0,EX137,0.0,DorsetCounty,18,0.0,GSM,SY2360098425
O2,Sectored,900,0.0,EX138,0.0,DevonCounty,18,0.0,GSM,SY2826794540
Three,Sectored,2100,0.0,EX141,0.0,DevonCounty,18,0.0,UMTS,ST1641000615
Vodafone,Macro,2100,0.0,EX142,0.0,DevonCounty,18,0.0,UMTS,SY1508899804
Vodafone,Macro,900,0.0,EX143,0.0,DevonCounty,18,0.0,GSM,SY0908198975
Vodafone,Macro,900,0.0,EX144,0.0,DevonCounty,18,0.0,GSM,ST1689001320
Vodafone,Macro,2100,0.0,EX149,0.0,DevonCounty,18,0.0,UMTS,SY1645099710
Vodafone,Macro,900,0.0,EX151,0.0,DevonCounty,18,0.0,GSM,ST0199805128
Vodafone,Macro,900,0.0,EX152,0.0,DevonCounty,18,0.0,GSM,ST0346011410
Vodafone,Macro,900,0.0,EX153,0.0,DevonCounty,18,0.0,GSM,ST1220716391
Vodafone,Macro,2100,0.0,EX164,0.0,DevonCounty,18,0.0,UMTS,SS9746711683
Vodafone,Macro,2100,0.0,EX165,0.0,DevonCounty,18,0.0,UMTS,SS9393012600
Three,Sectored,2100,100.0,EX166,0.0,DevonCounty,18,0.0,UMTS,SS9566012680
Vodafone,Macro,900,0.0,EX167,0.0,DevonCounty,18,0.0,GSM,ST0703015750
Orange,SECTOR,1800,0.0,EX168,0.0,DevonCounty,18,0.0,GSM,SS9358008200
Vodafone,Macro,900,0.0,EX169,0.0,SomersetCounty,18,0.0,GSM,SS8841018730
Vodafone,Macro,900,0.0,EX171,0.0,DevonCounty,18,0.0,GSM,SS8380000200
,,,100.0,EX172,0.0,DevonCounty,,0.0,,
T-Mobile,SECTOR,1800,0.0,EX173,0.0,DevonCounty,18,0.0,GSM,SS8454200210
Orange,SECTOR,1800,0.0,EX174,0.0,DevonCounty,18,0.0,GSM,SS8256000980
Vodafone,Macro,900,0.0,EX175,0.0,DevonCounty,18,0.0,GSM,SS7434006710
Orange,SECTOR,1800,0.0,EX176,0.0,DevonCounty,18,0.0,GSM,SS7221008680
Vodafone,Macro,900,0.0,EX187,0.0,DevonCounty,18,0.0,GSM,SS6873009500
,,,0.0,EX198,0.0,DevonCounty,,0.0,,
Vodafone,Macro,900,0.0,EX201,0.0,DevonCounty,18,0.0,GSM,SX5860096800
Vodafone,Macro,900,0.0,EX202,0.0,DevonCounty,18,0.0,GSM,SX6432095370
Vodafone,Macro,900,0.0,EX203,0.0,DevonCounty,18,0.0,GSM,SS5450004700
Vodafone,Macro,900,0.0,EX204,0.0,DevonCounty,18,0.0,GSM,SX5487491953
Vodafone,Macro,900,0.0,EX215,0.0,DevonCounty,18,0.0,GSM,SS4534008300
Vodafone,Macro,900,0.0,EX226,0.0,Cornwall,18,0.0,GSM,SX3554193866
Vodafone,Macro,900,0.0,EX227,0.0,DevonCounty,18,0.0,GSM,SS2931005626
Vodafone,Macro,900,0.0,EX230,0.0,Cornwall,00HE,0.0,GSM,SX2081098830
Vodafone,Macro,900,0.0,EX238,0.0,Cornwall,00HE,0.0,GSM,SS2189606186
Vodafone,Macro,900,0.0,EX239,0.0,DevonCounty,00HE,0.0,GSM,SS2330008239
Vodafone,Macro,2100,100.0,EX24,0.0,DevonCounty,18,0.0,UMTS,SX9306692665
Orange,SECTOR,1800,0.0,EX246,0.0,DevonCounty,18,0.0,GSM,SY1855092300
Vodafone,Macro,2100,100.0,EX25,0.0,DevonCounty,18,0.0,UMTS,SX9377392211
,,,0.0,EX26,0.0,DevonCounty,,0.0,,
Vodafone,Macro,2100,0.0,EX27,0.0,DevonCounty,18,0.0,UMTS,SX9527191131
Vodafone,Macro,2100,0.0,EX28,0.0,DevonCounty,18,0.0,UMTS,SX9307088080
Vodafone,Micro,900,0.0,EX29,0.0,DevonCounty,18,0.0,GSM,SX9133691933
Vodafone,Macro,900,0.0,EX30,0.0,DevonCounty,18,0.0,GSM,SX9768088960
Three,Sectored,2100,0.0,EX311,0.0,DevonCounty,18,0.0,UMTS,SS5578733463
Vodafone,Macro,2100,0.0,EX312,0.0,DevonCounty,18,0.0,UMTS,SS5511532365
Vodafone,Macro,2100,0.0,EX313,0.0,DevonCounty,18,0.0,UMTS,SS5419131776
Vodafone,Macro,900,0.0,EX314,0.0,DevonCounty,18,0.0,GSM,SS5891036980
Vodafone,Macro,900,0.0,EX320,0.0,DevonCounty,18,0.0,GSM,SS6228629537
Airwave,Directional,400,0.0,EX327,0.0,DevonCounty,18,0.0,TETRA,SS6826536446
Vodafone,Macro,2100,100.0,EX328,0.0,DevonCounty,18,0.0,UMTS,SS5752433090
,,,100.0,EX329,0.0,DevonCounty,,0.0,,
Vodafone,Macro,900,0.0,EX331,0.0,DevonCounty,18,0.0,GSM,SS4464039540
Vodafone,Macro,900,0.0,EX332,0.0,DevonCounty,18,0.0,GSM,SS4856635786
Vodafone,Macro,900,0.0,EX340,0.0,DevonCounty,18,0.0,GSM,SS5817046195
Vodafone,Macro,900,0.0,EX347,0.0,DevonCounty,18,0.0,GSM,SS4650042810
Vodafone,Macro,2100,0.0,EX348,0.0,DevonCounty,18,0.0,UMTS,SS5232246892
Vodafone,Macro,2100,0.0,EX349,0.0,DevonCounty,18,0.0,UMTS,SS5320047500
Orange,SECTOR,1800,0.0,EX356,0.0,DevonCounty,18,0.0,GSM,SS7104048500
Vodafone,Macro,900,0.0,EX363,0.0,DevonCounty,18,0.0,GSM,SS6989028220
Vodafone,Macro,900,0.0,EX364,0.0,DevonCounty,18,0.0,GSM,SS8090021800
Vodafone,Macro,900,0.0,EX379,0.0,DevonCounty,18,0.0,GSM,SS6311820248
Orange,SECTOR,1800,0.0,EX387,0.0,DevonCounty,18,0.0,GSM,SS5090019300
Vodafone,Macro,900,0.0,EX388,0.0,DevonCounty,18,0.0,GSM,SS4867818131
Vodafone,Macro,900,0.0,EX391,0.0,DevonCounty,18,0.0,GSM,SS4386428852
Three,Sectored,2100,100.0,EX392,0.0,DevonCounty,18,0.0,UMTS,SS4503128416
Vodafone,Macro,2100,0.0,EX393,0.0,DevonCounty,18,0.0,UMTS,SS4361225624
Vodafone,Macro,2100,0.0,EX394,0.0,DevonCounty,18,0.0,UMTS,SS4693325758
Vodafone,Macro,900,0.0,EX395,0.0,DevonCounty,18,0.0,GSM,SS4051924709
Vodafone,Macro,900,0.0,EX396,0.0,DevonCounty,18,0.0,GSM,SS2588918246
T-Mobile,SECTOR,1800,0.0,EX40,0.0,DevonCounty,18,0.0,GSM,SX9711697052
,,,100.0,EX41,0.0,DevonCounty,,0.0,,
Vodafone,Macro,2100,0.0,EX42,0.0,DevonCounty,18,0.0,UMTS,SX8975493186
Vodafone,Macro,2100,100.0,EX43,0.0,DevonCounty,18,0.0,UMTS,SX9181593022
Vodafone,Macro,2100,100.0,EX44,0.0,DevonCounty,18,0.0,UMTS,SX9195193845
,,,0.0,EX45,0.0,DevonCounty,,0.0,,
T-Mobile,SECTOR,2100,100.0,EX46,22.92316156,DevonCounty,18,0.0,UMTS,SX9252094680
Vodafone,Macro,2100,100.0,EX47,0.0,DevonCounty,18,0.0,UMTS,SX9381193864
Vodafone,Macro,2100,0.0,EX48,0.0,DevonCounty,18,0.0,UMTS,SX9564793975
Vodafone,Macro,900,0.0,EX49,0.0,DevonCounty,18,0.0,GSM,SX9366095115
Orange,SECTOR,1800,0.0,EX51,0.0,DevonCounty,18,0.0,GSM,SY0190090200
Vodafone,Macro,900,0.0,EX52,0.0,DevonCounty,18,0.0,GSM,SY0257595603
Vodafone,Macro,900,0.0,EX53,0.0,DevonCounty,18,0.0,GSM,SS9882001290
Vodafone,Macro,900,0.0,EX54,0.0,DevonCounty,18,0.0,GSM,SX9425097880
Vodafone,Macro,2100,0.0,EX55,0.0,DevonCounty,18,0.0,UMTS,SX9085095500
Vodafone,Macro,900,0.0,EX66,0.0,DevonCounty,18,0.0,GSM,SX8135693557
Vodafone,Macro,900,0.0,EX67,0.0,DevonCounty,18,0.0,GSM,SX9132785799
T-Mobile,SECTOR,1800,0.0,EX68,0.0,DevonCounty,18,0.0,GSM,SX9637582115
Vodafone,Macro,2100,0.0,EX70,0.0,DevonCounty,18,0.0,UMTS,SX9675477298
Vodafone,Macro,2100,0.0,EX79,0.0,DevonCounty,18,0.0,UMTS,SX9510877284
,,,100.0,EX81,0.0,DevonCounty,,0.0,,
Vodafone,Macro,2100,0.0,EX82,0.0,DevonCounty,18,0.0,UMTS,SY0022080852
,,,0.0,EX83,0.0,DevonCounty,,0.0,,
Vodafone,Macro,2100,0.0,EX84,0.0,DevonCounty,18,0.0,UMTS,SY0114082305
Vodafone,Macro,900,0.0,EX85,0.0,DevonCounty,18,0.0,GSM,SY0432082510
Orange,OMNI,1800,0.0,EX96,0.0,DevonCounty,18,0.0,GSM,SY0662082120
Orange,MICROCELL,1800,0.0,EX97,0.0,DevonCounty,18,0.0,GSM,SY0940085300
Vodafone,Macro,900,100.0,FK101,100.0,Clackmannanshire,00QF,0.0,GSM,NS8884192968
Vodafone,Macro,900,100.0,FK102,48.78758569,Clackmannanshire,00QF,0.0,GSM,NS8633593701
Vodafone,Macro,2100,0.0,FK103,0.0,Clackmannanshire,00QF,0.0,UMTS,NS8908393860
Vodafone,Macro,900,0.0,FK104,0.0,Clackmannanshire,00QF,0.0,GSM,NS9292892195
Vodafone,Macro,2100,100.0,FK11,100.0,Falkirk,00QQ,0.0,UMTS,NS8850279298
O2,Sectored,900,0.0,FK117,0.0,Clackmannanshire,00QF,0.0,GSM,NS8578796483
Vodafone,Macro,2100,0.0,FK12,0.0,Falkirk,00QQ,0.0,UMTS,NS8970677971
,,,0.0,FK125,0.0,Clackmannanshire,,0.0,,
Vodafone,Macro,900,0.0,FK13,0.0,Falkirk,00QQ,0.0,GSM,NS8650077270
Vodafone,Macro,900,100.0,FK136,0.0,Clackmannanshire,00QF,0.0,GSM,NS9252097100
Vodafone,Macro,2100,100.0,FK14,100.0,Falkirk,00QQ,0.0,UMTS,NS8734480304
Vodafone,Macro,900,0.0,FK147,0.0,Clackmannanshire,00QF,0.0,GSM,NS9701494999
Vodafone,Macro,2100,100.0,FK15,100.0,Falkirk,00QQ,0.0,UMTS,NS8805380068
Vodafone,Macro,900,0.0,FK150,0.0,Stirling,00RG,0.0,GSM,NS7785099270
Vodafone,Macro,900,0.0,FK159,0.0,Stirling,00RG,0.0,GSM,NN7751802890
Vodafone,Macro,900,0.0,FK166,0.0,Stirling,00RG,0.0,GSM,NN7256602467
Vodafone,Macro,900,0.0,FK178,0.0,Stirling,00RG,0.0,GSM,NN6707006430
Orange,SECTOR,1800,0.0,FK188,0.0,Stirling,00RG,0.0,GSM,NN5533016320
Vodafone,Macro,900,0.0,FK198,0.0,PerthandKinross,00RG,0.0,GSM,NN5940022700
Vodafone,Macro,2100,100.0,FK20,0.0,Falkirk,00QQ,0.0,UMTS,NS9335079410
Vodafone,Macro,900,0.0,FK208,0.0,Stirling,00RG,0.0,GSM,NN3536021440
Vodafone,Macro,900,0.0,FK218,0.0,Stirling,00RG,0.0,GSM,NN5435030930
Vodafone,Macro,2100,100.0,FK27,100.0,Falkirk,00QQ,0.0,UMTS,NS8881880685
Vodafone,Macro,2100,0.0,FK28,0.0,Stirling,00QQ,0.0,UMTS,NS8890583950
Vodafone,Macro,2100,100.0,FK29,100.0,Falkirk,00QQ,0.0,UMTS,NS9183978308
,,,100.0,FK30,100.0,Falkirk,,84.15532043,,
Vodafone,Macro,2100,0.0,FK38,0.0,Falkirk,00QQ,0.0,UMTS,NS9251082164
Vodafone,Macro,2100,100.0,FK39,14.18230869,Falkirk,00QQ,0.0,UMTS,NS9395280767
Vodafone,Macro,900,100.0,FK41,0.0,Falkirk,00QQ,0.0,GSM,NS7889279324
Vodafone,Macro,900,0.0,FK42,0.0,NorthLanarkshire,00QZ,0.0,GSM,NS7695478049
Vodafone,Macro,2100,100.0,FK53,0.0,Falkirk,00QQ,0.0,UMTS,NS8679782827
Vodafone,Macro,2100,100.0,FK54,0.0,Falkirk,00QQ,0.0,UMTS,NS8468683586
Vodafone,Macro,900,0.0,FK65,0.0,NorthLanarkshire,00QQ,0.0,GSM,NS8134782341
Vodafone,Macro,2100,0.0,FK66,0.0,Falkirk,00QQ,0.0,UMTS,NS8018683256
Vodafone,Macro,2100,100.0,FK70,100.0,Stirling,00RG,0.0,UMTS,NS7967191663
Vodafone,Macro,2100,0.0,FK77,0.0,Falkirk,00RG,0.0,UMTS,NS8136292927
Vodafone,Macro,2100,25.11660444,FK78,0.0,Stirling,00RG,0.0,UMTS,NS8071290265
Vodafone,Macro,900,0.0,FK79,0.0,Stirling,00RG,0.0,GSM,NS7200988537
Vodafone,Macro,2100,100.0,FK81,40.22088266,Stirling,00RG,0.0,UMTS,NS7886094527
Vodafone,Macro,2100,100.0,FK82,0.0,Stirling,00RG,0.0,UMTS,NS7839191947
Vodafone,Macro,900,0.0,FK83,0.0,Stirling,00RG,0.0,GSM,NS7128595163
Vodafone,Macro,2100,0.0,FK94,0.0,Stirling,00RG,0.0,UMTS,NS7961895967
Three,Sectored,2100,34.13530812,FK95,0.0,Clackmannanshire,00RG,0.0,UMTS,NS7943595105
Vodafone,Micro,900,100.0,FY11,0.0,Blackpool,00EY,0.0,GSM,SD3074736358
Vodafone,Macro,2100,100.0,FY12,0.0,Blackpool,00EY,0.0,UMTS,SD3078236677
Vodafone,Macro,2100,100.0,FY13,0.0,Blackpool,00EY,0.0,UMTS,SD3152036928
Vodafone,Micro,900,100.0,FY14,0.0,Blackpool,00EY,0.0,GSM,SD3069436121
Vodafone,Macro,2100,100.0,FY15,0.0,Blackpool,00EY,0.0,UMTS,SD3094035250
Vodafone,Macro,2100,100.0,FY16,0.0,Blackpool,00EY,0.0,UMTS,SD3166634638
Vodafone,Macro,2100,100.0,FY20,0.0,Blackpool,00EY,0.0,UMTS,SD3217939755
Orange,SECTOR,1800,100.0,FY29,0.0,Blackpool,00EY,0.0,GSM,SD3098039790
T-Mobile,SECTOR,1800,0.0,FY30,0.0,LancashireCounty,30,0.0,GSM,SD3390537370
Vodafone,Macro,2100,100.0,FY37,0.0,Blackpool,00EY,0.0,UMTS,SD3185837571
Vodafone,Macro,2100,100.0,FY38,0.0,Blackpool,00EY,0.0,UMTS,SD3211636755
Vodafone,Macro,2100,100.0,FY39,0.0,Blackpool,00EY,0.0,UMTS,SD3251034940
Vodafone,Macro,2100,100.0,FY41,0.0,Blackpool,00EY,0.0,UMTS,SD3099133765
Vodafone,Macro,2100,100.0,FY42,100.0,LancashireCounty,30,0.0,UMTS,SD3170031962
Three,Sectored,2100,100.0,FY43,0.0,Blackpool,00EY,0.0,UMTS,SD3209133373
Vodafone,Macro,2100,100.0,FY44,0.0,Blackpool,00EY,0.0,UMTS,SD3287934131
Vodafone,Macro,2100,100.0,FY45,0.0,Blackpool,00EY,0.0,UMTS,SD3253033027
Three,Sectored,2100,100.0,FY51,0.0,LancashireCounty,00EY,0.0,UMTS,SD3100340625
Vodafone,Macro,2100,100.0,FY52,0.0,Blackpool,30,0.0,UMTS,SD3290043474
Vodafone,Macro,2100,100.0,FY53,0.0,Blackpool,00EY,0.0,UMTS,SD3179541134
Vodafone,Macro,2100,0.0,FY54,0.0,LancashireCounty,30,0.0,UMTS,SD3415543500
Vodafone,Macro,2100,0.0,FY55,0.0,LancashireCounty,30,0.0,UMTS,SD3322741188
Vodafone,Macro,900,0.0,FY60,0.0,LancashireCounty,30,0.0,GSM,SD3742348328
Vodafone,Macro,2100,0.0,FY67,0.0,LancashireCounty,30,0.0,UMTS,SD3426239624
Vodafone,Macro,2100,0.0,FY68,0.0,LancashireCounty,30,0.0,UMTS,SD3480639058
Vodafone,Macro,900,0.0,FY69,0.0,LancashireCounty,30,0.0,GSM,SD3729143270
Vodafone,Macro,2100,0.0,FY76,0.0,LancashireCounty,30,0.0,UMTS,SD3322247297
Vodafone,Macro,2100,100.0,FY77,100.0,LancashireCounty,30,100.0,UMTS,SD3275047821
Three,Sectored,2100,0.0,FY78,0.0,LancashireCounty,30,0.0,UMTS,SD3165646173
Vodafone,Macro,2100,97.35700946,FY81,0.0,LancashireCounty,30,0.0,UMTS,SD3460027675
Vodafone,Macro,2100,0.0,FY82,0.0,LancashireCounty,30,0.0,UMTS,SD3167629836
Vodafone,Macro,2100,0.0,FY83,0.0,LancashireCounty,30,0.0,UMTS,SD3334130660
Vodafone,Macro,2100,0.0,FY84,0.0,LancashireCounty,30,0.0,UMTS,SD3405028490
Vodafone,Macro,2100,100.0,FY85,0.0,Blackpool,30,0.0,UMTS,SD3812927752
Vodafone,Macro,2100,100.0,G11,100.0,GlasgowCity,00QS,100.0,UMTS,NS5933865092
O2,Sectored,900,100.0,G115,100.0,GlasgowCity,00QS,100.0,GSM,NS5601066610
Vodafone,Macro,2100,100.0,G116,100.0,GlasgowCity,00QS,100.0,UMTS,NS5573966440
Three,Sectored,2100,100.0,G117,100.0,GlasgowCity,00QS,100.0,UMTS,NS5461767613
Vodafone,Macro,2100,0.0,G12,0.0,GlasgowCity,00QS,0.0,UMTS,NS5950665620
Vodafone,Macro,2100,100.0,G120,100.0,GlasgowCity,00QS,100.0,UMTS,NS5676767344
Vodafone,Macro,2100,100.0,G128,100.0,GlasgowCity,00QS,100.0,UMTS,NS5674966574
T-Mobile,SECTOR,2100,100.0,G129,100.0,GlasgowCity,00QS,100.0,UMTS,NS5615067450
Vodafone,Micro,900,0.0,G13,0.0,GlasgowCity,00QS,0.0,GSM,NS5882965225
Vodafone,Macro,2100,100.0,G131,100.0,GlasgowCity,00QS,100.0,UMTS,NS5375568705
Vodafone,Macro,2100,100.0,G132,100.0,GlasgowCity,00QS,100.0,UMTS,NS5299070220
Vodafone,Macro,2100,100.0,G133,100.0,GlasgowCity,00QS,100.0,UMTS,NS5240468465
Vodafone,Macro,2100,100.0,G134,100.0,GlasgowCity,00QS,100.0,UMTS,NS5182169393
Vodafone,Macro,2100,100.0,G14,0.0,GlasgowCity,00QS,100.0,UMTS,NS5882564925
Vodafone,Macro,2100,100.0,G140,100.0,GlasgowCity,00QS,100.0,UMTS,NS5261267683
Orange,MICROCELL,1800,100.0,G149,100.0,GlasgowCity,00QS,100.0,GSM,NS5431066750
Vodafone,Micro,900,100.0,G15,100.0,GlasgowCity,00QS,100.0,GSM,NS5943164506
Vodafone,Macro,2100,100.0,G156,100.0,GlasgowCity,00QS,100.0,UMTS,NS5179070910
Vodafone,Macro,900,100.0,G157,100.0,GlasgowCity,00QS,100.0,GSM,NS5216971156
T-Mobile,SECTOR,2100,100.0,G158,0.0,GlasgowCity,00QS,100.0,UMTS,NS5175170886
Vodafone,Macro,2100,100.0,G200,0.0,GlasgowCity,00QS,100.0,UMTS,NS5562269315
Three,Sectored,2100,100.0,G206,100.0,GlasgowCity,00QS,100.0,UMTS,NS5764267242
T-Mobile,SECTOR,2100,100.0,G207,100.0,GlasgowCity,00QS,100.0,UMTS,NS5748467906
Vodafone,Macro,2100,100.0,G208,100.0,GlasgowCity,00QS,100.0,UMTS,NS5691568280
T-Mobile,SECTOR,2100,100.0,G209,100.0,GlasgowCity,00QS,100.0,UMTS,NS5799268432
O2,Sectored,2100,0.0,G21,0.0,GlasgowCity,00QS,0.0,UMTS,NS5915065500
Vodafone,Macro,900,100.0,G211,100.0,EastDunbartonshire,00QS,100.0,GSM,NS5966166747
Vodafone,Macro,2100,100.0,G212,0.0,GlasgowCity,00QS,100.0,UMTS,NS6140366127
Vodafone,Macro,2100,100.0,G213,0.0,GlasgowCity,00QS,100.0,UMTS,NS6041568466
Vodafone,Macro,2100,100.0,G214,100.0,GlasgowCity,00QS,100.0,UMTS,NS6084067058
Vodafone,Macro,2100,0.0,G22,0.0,GlasgowCity,00QS,0.0,UMTS,NS5876365675
Vodafone,Macro,2100,100.0,G225,100.0,GlasgowCity,00QS,100.0,UMTS,NS5818767670
Vodafone,Macro,2100,100.0,G226,100.0,GlasgowCity,00QS,100.0,UMTS,NS5788869032
Vodafone,Macro,2100,100.0,G227,100.0,GlasgowCity,00QS,100.0,UMTS,NS5882069490
Vodafone,Macro,2100,100.0,G23,100.0,GlasgowCity,00QS,100.0,UMTS,NS5871465962
Vodafone,Macro,2100,100.0,G235,33.01845912,EastDunbartonshire,00QS,100.0,UMTS,NS5818271112
O2,Sectored,2100,0.0,G24,0.0,GlasgowCity,00QS,0.0,UMTS,NS5823665720
T-Mobile,SECTOR,1800,0.0,G25,0.0,GlasgowCity,00QS,0.0,GSM,NS5887365423
Vodafone,Micro,900,0.0,G26,0.0,GlasgowCity,00QS,0.0,GSM,NS5846465369
Vodafone,Macro,2100,100.0,G27,100.0,GlasgowCity,00QS,100.0,UMTS,NS5824065470
Vodafone,Micro,900,100.0,G28,100.0,GlasgowCity,00QS,100.0,GSM,NS5852065170
Three,Sectored,2100,100.0,G311,100.0,GlasgowCity,00QS,100.0,UMTS,NS6157365026
Vodafone,Macro,2100,100.0,G312,100.0,GlasgowCity,00QS,100.0,UMTS,NS6061065070
Vodafone,Macro,2100,100.0,G313,100.0,GlasgowCity,00QS,100.0,UMTS,NS6199665142
Vodafone,Macro,2100,100.0,G314,0.0,GlasgowCity,00QS,100.0,UMTS,NS6287863897
T-Mobile,SECTOR,2100,100.0,G315,100.0,GlasgowCity,00QS,100.0,UMTS,NS6256364575
Vodafone,Macro,2100,100.0,G320,100.0,GlasgowCity,00QS,100.0,UMTS,NS6582063910
Vodafone,Macro,2100,100.0,G326,100.0,GlasgowCity,00QS,100.0,UMTS,NS6385164600
Vodafone,Macro,2100,100.0,G327,100.0,GlasgowCity,00QS,100.0,UMTS,NS6418863780
Vodafone,Macro,2100,0.0,G328,0.0,GlasgowCity,00QS,0.0,UMTS,NS6349262899
Vodafone,Macro,2100,100.0,G329,100.0,GlasgowCity,00QS,100.0,UMTS,NS6472763257
Vodafone,Macro,2100,0.0,G331,0.0,GlasgowCity,00QS,0.0,UMTS,NS6252467266
Vodafone,Macro,2100,100.0,G332,100.0,GlasgowCity,00QS,100.0,UMTS,NS6249765699
Vodafone,Macro,2100,100.0,G333,100.0,GlasgowCity,00QS,100.0,UMTS,NS6482665711
Vodafone,Macro,2100,0.0,G334,0.0,GlasgowCity,00QS,0.0,UMTS,NS6629165616
Vodafone,Macro,2100,100.0,G335,97.69851844,GlasgowCity,00QS,100.0,UMTS,NS6495866724
Vodafone,Macro,2100,0.0,G336,0.0,NorthLanarkshire,00QS,0.0,UMTS,NS6484367565
O2,Sectored,900,0.0,G340,0.0,GlasgowCity,00QS,0.0,GSM,NS6982066510
Vodafone,Macro,2100,0.0,G349,0.0,GlasgowCity,00QS,0.0,UMTS,NS6764565913
T-Mobile,SECTOR,2100,100.0,G36,100.0,GlasgowCity,00QS,100.0,UMTS,NS5847566015
Three,Sectored,2100,100.0,G37,100.0,GlasgowCity,00QS,100.0,UMTS,NS5741566041
Vodafone,Macro,2100,100.0,G38,100.0,GlasgowCity,00QS,100.0,UMTS,NS5647965777
Vodafone,Macro,2100,100.0,G40,100.0,GlasgowCity,00QS,100.0,UMTS,NS5998065620
T-Mobile,SECTOR,2100,100.0,G401,100.0,GlasgowCity,00QS,100.0,UMTS,NS6050663300
Vodafone,Macro,2100,100.0,G402,100.0,GlasgowCity,00QS,100.0,UMTS,NS6007364551
Vodafone,Macro,2100,0.0,G403,0.0,GlasgowCity,00QS,0.0,UMTS,NS6085964181
,,,0.0,G404,0.0,GlasgowCity,,0.0,,
Vodafone,Macro,2100,0.0,G411,0.0,GlasgowCity,00QS,0.0,UMTS,NS5685364061
Vodafone,Micro,900,100.0,G412,100.0,GlasgowCity,00QS,100.0,GSM,NS5786062650
Orange,SECTOR,2100,100.0,G413,100.0,GlasgowCity,00QS,100.0,UMTS,NS5667061520
Vodafone,Macro,2100,0.0,G414,0.0,GlasgowCity,00QS,0.0,UMTS,NS5549763138
